institution,institution_type,ministry,institution_size,recruitment_volume,avg_salary,executive_salary,region,hiring_rate,salary_gap_ratio,synthetic_employee_count,avg_quit_probability,avg_expected_total_tenure,high_risk_employee_ratio,avg_burnout_risk_score,high_burnout_employee_ratio,avg_vacation_usage_rate,avg_overtime_hours,salary_percentile,hiring_rate_percentile,quit_risk_percentile,org_health_score,org_health_level,hiring_competitiveness_score,hiring_competitiveness_level,risk_signal_summary,flex_time_ratio,remote_ratio,compress_ratio
농림수산식품교육문화정보원,기타공공기관,농림축산식품부,169.0,10.0,59049.0,138353.0,세종특별자치시,0.059171597633136,2.343020203559756,30,0.33566666666666667,12.1,0.1,31.966666666666665,0.13333333333333333,0.6726666666666666,13.4,0.21282798833819241,0.6880466472303207,0.2944606413994169,69.5,medium,45.0,medium,전반적으로 안정,0.9149,0.0581,0.0269
농림식품기술기획평가원,기타공공기관,농림축산식품부,98.0,12.0,67284.0,154140.0,전라남도,0.1224489795918367,2.290886392009988,30,0.3486666666666667,11.366666666666667,0.16666666666666666,28.9,0.03333333333333333,0.682,11.0,0.42565597667638483,0.9416909620991254,0.5145772594752187,64.7,medium,47.1,medium,전반적으로 안정,0.9275,0.049,0.0236
농업정책보험금융원,기타공공기관,농림축산식품부,86.0,5.0,67737.0,207581.0,서울특별시,0.0581395348837209,3.0645142241315675,30,0.335,10.8,0.06666666666666667,32.266666666666666,0.1,0.6833333333333333,10.566666666666666,0.4402332361516035,0.673469387755102,0.2755102040816326,64.8,medium,41.6,medium,채용경쟁력 낮음,0.9014,0.0783,0.0203
대구경북첨단의료산업진흥재단,기타공공기관,보건복지부,406.0,7.0,60596.0,279770.0,대구광역시,0.0172413793103448,4.6169714172552645,30,0.422,11.3,0.23333333333333334,26.966666666666665,0.03333333333333333,0.7053333333333334,10.066666666666666,0.2536443148688047,0.11661807580174927,0.760932944606414,45.8,medium,31.5,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.9151,0.0608,0.024
대외경제정책연구원,기타공공기관,국무조정실,221.0,11.0,75968.0,189307.0,세종특별자치시,0.0497737556561085,2.491930812973884,30,0.453,11.5,0.4,28.4,0.13333333333333333,0.6966666666666667,11.633333333333333,0.641399416909621,0.5685131195335277,0.89067055393586,44.2,medium,37.8,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9105,0.0676,0.0219
대한무역투자진흥공사,준정부기관(위탁집행형),산업통상부,1293.0,63.0,108925.0,191076.0,서울특별시,0.0487238979118329,1.754197842552215,38,0.3468421052631579,11.210526315789474,0.10526315789473684,38.10526315789474,0.13157894736842105,0.641578947368421,13.236842105263158,0.9883381924198251,0.5510204081632653,0.4839650145772595,70.1,high,58.2,medium,전반적으로 안정,0.8797,0.0993,0.021
대한법률구조공단,기타공공기관,법무부,871.0,15.0,81126.0,156723.0,경상북도,0.0172215843857634,1.9318467568966795,30,0.3486666666666667,10.533333333333333,0.13333333333333333,28.733333333333334,0.1,0.6896666666666668,11.5,0.7521865889212828,0.11370262390670553,0.5145772594752187,66.0,medium,41.8,medium,채용경쟁력 낮음,0.9017,0.0716,0.0267
대한석탄공사,기타공공기관,산업통상부,187.0,0.0,71680.0,73389.0,강원도,0.0,1.0238420758928573,30,0.33699999999999997,10.733333333333333,0.1,25.7,0.03333333333333333,0.731,10.8,0.5510204081632653,0.016034985422740525,0.32653061224489793,71.1,high,39.1,low,채용경쟁력 낮음,0.9147,0.0665,0.0189
대한장애인체육회,기타공공기관,문화체육관광부,143.0,2.0,60828.0,127471.0,서울특별시,0.0139860139860139,2.095597422239758,30,0.3813333333333333,9.9,0.2,39.46666666666667,0.23333333333333334,0.6326666666666667,13.466666666666667,0.2565597667638484,0.09329446064139942,0.7317784256559767,46.3,medium,27.6,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.8942,0.0863,0.0194
대한적십자사,기타공공기관,보건복지부,4393.0,364.0,65205.0,,강원도,0.0828590940132028,,131,0.33099236641221375,10.946564885496183,0.08396946564885496,27.9618320610687,0.08396946564885496,0.686030534351145,11.633587786259541,0.3819241982507289,0.8367346938775511,0.20408163265306123,66.1,medium,43.2,medium,채용경쟁력 낮음,0.894,0.071,0.035
대한체육회,기타공공기관,문화체육관광부,282.0,21.0,68491.0,142310.0,서울특별시,0.0744680851063829,2.077791242645019,30,0.373,9.766666666666667,0.1,34.13333333333333,0.1,0.6940000000000001,11.133333333333333,0.46647230320699706,0.8075801749271136,0.6953352769679301,55.0,medium,34.3,low,채용경쟁력 낮음,0.9075,0.0721,0.0204
독립기념관,기타공공기관,국가보훈부,142.0,2.0,62773.0,123448.0,충청남도,0.0140845070422535,1.9665779873512497,30,0.442,11.7,0.3,31.333333333333332,0.1,0.6663333333333333,12.233333333333333,0.31486880466472306,0.09620991253644315,0.8338192419825073,47.6,medium,32.5,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.9167,0.0628,0.0205
동남권원자력의학원,기타공공기관,과학기술정보통신부,724.0,48.0,83238.0,,부산광역시,0.0662983425414364,,30,0.332,11.4,0.1,30.7,0.06666666666666667,0.6839999999999999,11.933333333333334,0.7667638483965015,0.760932944606414,0.2303206997084548,70.5,high,51.5,medium,전반적으로 안정,0.8929,0.0798,0.0272
동북아역사재단,기타공공기관,교육부,116.0,12.0,66854.0,171621.0,서울특별시,0.1034482758620689,2.56710144493972,30,0.29933333333333334,12.033333333333333,0.1,24.966666666666665,0.0,0.7353333333333333,8.3,0.41690962099125367,0.8979591836734694,0.016034985422740525,78.1,high,53.4,medium,전반적으로 안정,0.8952,0.0811,0.0237
무역안보관리원,기타공공기관,산업통상부,72.0,8.0,56709.0,177023.0,서울특별시,0.1111111111111111,3.1216032728491068,30,0.509,8.866666666666667,0.4666666666666667,44.7,0.3333333333333333,0.62,15.233333333333333,0.15160349854227406,0.924198250728863,1.0,8.0,low,15.5,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9085,0.0758,0.0157
민주화운동기념사업회,기타공공기관,행정안전부,70.0,2.0,58868.0,113718.0,경기도,0.0285714285714285,1.9317456003261533,30,0.36233333333333334,11.0,0.1,37.36666666666667,0.16666666666666666,0.6646666666666667,13.766666666666667,0.2099125364431487,0.24489795918367346,0.6326530612244898,59.3,medium,35.1,low,채용경쟁력 낮음,0.9119,0.0726,0.0156
부산대학교병원,기타공공기관,교육부,6981.0,550.0,67746.0,178096.0,부산광역시,0.0787852743160005,2.6288784577687245,209,0.34622009569377993,10.78468899521531,0.11961722488038277,31.1866028708134,0.12440191387559808,0.6773205741626794,11.789473684210526,0.44314868804664725,0.8279883381924198,0.46938775510204084,62.5,medium,41.8,medium,채용경쟁력 낮음,0.8794,0.0816,0.039
부산대학교치과병원,기타공공기관,교육부,287.0,36.0,62325.0,116694.0,경상남도,0.1254355400696864,1.872346570397112,30,0.3426666666666666,11.633333333333333,0.16666666666666666,29.766666666666666,0.13333333333333333,0.6786666666666666,11.433333333333334,0.3032069970845481,0.9475218658892128,0.4008746355685131,66.3,medium,47.2,medium,전반적으로 안정,0.9161,0.0584,0.0255
부산항만공사,기타공공기관,해양수산부,274.0,6.0,85049.0,166729.0,부산광역시,0.0218978102189781,1.9603875412997211,30,0.311,12.4,0.1,28.833333333333332,0.06666666666666667,0.7046666666666667,10.766666666666667,0.793002915451895,0.1836734693877551,0.037900874635568516,82.2,high,56.5,medium,전반적으로 안정,0.9096,0.0651,0.0254
북한이탈주민지원재단,기타공공기관,통일부,172.0,3.0,64144.0,183200.0,서울특별시,0.0174418604651162,2.856073833873784,30,0.345,10.0,0.16666666666666666,28.7,0.16666666666666666,0.7106666666666667,10.3,0.3469387755102041,0.119533527696793,0.44169096209912534,56.1,medium,32.8,low,채용경쟁력 낮음,0.8982,0.0757,0.0262
분당서울대학교병원,기타공공기관,교육부,5747.0,545.06,79001.0,,경기도,0.0948425265355837,,172,0.4414534883720931,11.348837209302326,0.27906976744186046,33.81395348837209,0.11046511627906977,0.6795348837209302,11.482558139534884,0.7142857142857143,0.8775510204081632,0.8309037900874635,47.0,medium,41.9,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8584,0.1131,0.0284
사립학교교직원연금공단,기타공공기관,교육부,254.0,24.0,67437.0,191264.0,전라남도,0.0944881889763779,2.836187849400181,30,0.34833333333333333,10.566666666666666,0.03333333333333333,27.966666666666665,0.1,0.6803333333333333,10.933333333333334,0.43440233236151604,0.8746355685131195,0.5087463556851312,65.3,medium,41.3,medium,채용경쟁력 낮음,0.9239,0.0516,0.0244
산업연구원,기타공공기관,국무조정실,206.0,10.0,77484.0,175134.0,세종특별자치시,0.0485436893203883,2.260260182747406,30,0.325,11.3,0.03333333333333333,29.3,0.13333333333333333,0.6873333333333334,11.9,0.685131195335277,0.5481049562682215,0.15451895043731778,75.5,high,48.3,medium,전반적으로 안정,0.913,0.0639,0.0231
새만금개발공사,기타공공기관,국토교통부,107.0,14.0,76789.0,158166.0,전라북도,0.1308411214953271,2.05974814100978,30,0.305,11.6,0.06666666666666667,25.366666666666667,0.1,0.6886666666666666,11.366666666666667,0.6676384839650146,0.9533527696793003,0.023323615160349854,80.0,high,56.2,medium,전반적으로 안정,0.9119,0.0674,0.0208
서민금융진흥원,기타공공기관,금융위원회,349.0,22.0,68063.0,277741.0,서울특별시,0.0630372492836676,4.080645872206632,30,0.3426666666666666,10.866666666666667,0.03333333333333333,28.666666666666668,0.03333333333333333,0.6980000000000001,8.766666666666667,0.4489795918367347,0.7376093294460642,0.4008746355685131,64.6,medium,41.7,medium,채용경쟁력 낮음,0.8988,0.0828,0.0185
서울대학교병원,기타공공기관,교육부,8495.0,653.0,78634.0,212217.0,서울특별시,0.0768687463213655,2.698794414629804,254,0.332755905511811,11.118110236220472,0.07480314960629922,33.43307086614173,0.11023622047244094,0.6698425196850393,11.31496062992126,0.7084548104956269,0.8192419825072886,0.24198250728862974,69.5,medium,48.8,medium,전반적으로 안정,0.8587,0.1078,0.0336
서울대학교치과병원,기타공공기관,교육부,670.0,81.0,68272.0,193301.0,서울특별시,0.1208955223880597,2.831336419029763,30,0.3346666666666667,11.066666666666666,0.06666666666666667,27.833333333333332,0.06666666666666667,0.7166666666666667,9.633333333333333,0.4606413994169096,0.9358600583090378,0.26822157434402333,68.6,medium,47.0,medium,전반적으로 안정,0.8927,0.0881,0.0193
서울올림픽기념국민체육진흥공단,준정부기관(기금관리형),문화체육관광부,1490.0,47.0,74925.0,170402.0,서울특별시,0.0315436241610738,2.274300967634301,44,0.3361363636363636,11.227272727272727,0.06818181818181818,33.86363636363637,0.13636363636363635,0.7056818181818182,11.613636363636363,0.6151603498542274,0.27696793002915454,0.30612244897959184,69.7,medium,44.9,medium,채용경쟁력 낮음,0.88,0.0989,0.0212
서울요양원,준정부기관(위탁집행형),보건복지부,118.0,22.0,34052.0,,서울특별시,0.1864406779661017,,30,0.481,10.766666666666667,0.4,39.2,0.16666666666666666,0.647,13.966666666666667,0.0029154518950437317,0.9854227405247813,0.9912536443148688,24.7,low,23.4,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.912,0.0726,0.0155
선박해양플랜트연구소,기타공공기관,해양수산부,321.0,12.0,99021.0,,대전광역시,0.0373831775700934,,30,0.35966666666666663,10.833333333333334,0.2,35.266666666666666,0.16666666666666666,0.6763333333333333,13.6,0.9591836734693877,0.3760932944606414,0.60932944606414,60.1,medium,50.6,medium,전반적으로 안정,0.9021,0.0753,0.0226
세종학당재단,기타공공기관,문화체육관광부,101.0,1.0,61949.0,151952.0,서울특별시,0.0099009900990099,2.4528563818625,30,0.32466666666666666,11.166666666666666,0.03333333333333333,30.633333333333333,0.0,0.6813333333333333,10.9,0.2944606413994169,0.06997084548104957,0.15160349854227406,69.9,medium,39.2,low,채용경쟁력 낮음,0.9015,0.0788,0.0197
소상공인시장진흥공단,준정부기관(기금관리형),중소벤처기업부,864.0,65.0,53086.0,152340.0,대전광역시,0.0752314814814814,2.8696831556342537,30,0.37100000000000005,9.3,0.23333333333333334,38.666666666666664,0.26666666666666666,0.634,14.633333333333333,0.08746355685131195,0.8134110787172012,0.6880466472303207,40.0,medium,26.1,low,조직건강도 주의 | 채용경쟁력 낮음,0.8944,0.0754,0.0302
소프트웨어정책연구소,기타공공기관,과학기술정보통신부,51.0,3.0,77671.0,,경기도,0.0588235294117647,,30,0.3233333333333333,10.666666666666666,0.06666666666666667,27.0,0.03333333333333333,0.715,8.566666666666666,0.6909620991253644,0.6807580174927114,0.1326530612244898,69.8,medium,45.8,medium,전반적으로 안정,0.9087,0.0781,0.0132
수도권매립지관리공사,기타공공기관,기후에너지환경부,346.0,0.0,88762.0,178109.0,인천광역시,0.0,2.00659065816453,30,0.34400000000000003,10.666666666666666,0.2,35.833333333333336,0.16666666666666666,0.6533333333333334,11.833333333333334,0.8542274052478134,0.016034985422740525,0.4271137026239067,62.7,medium,44.9,medium,채용경쟁력 낮음,0.8799,0.0976,0.0225
스포츠윤리센터,기타공공기관,문화체육관광부,51.0,15.0,49984.0,,서울특별시,0.2941176470588235,,30,0.4596666666666666,10.766666666666667,0.36666666666666664,32.233333333333334,0.06666666666666667,0.6769999999999999,11.033333333333333,0.05539358600583091,0.9941690962099126,0.922740524781341,32.0,low,38.0,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8909,0.0796,0.0296
시청자미디어재단,기타공공기관,방송미디어통신위원회,275.0,16.0,53844.0,174248.0,서울특별시,0.0581818181818181,3.2361637322635763,30,0.328,11.666666666666666,0.06666666666666667,29.6,0.1,0.73,10.466666666666667,0.10204081632653061,0.6763848396501457,0.18221574344023322,67.4,medium,41.3,medium,채용경쟁력 낮음,0.8987,0.0799,0.0214
식품안전정보원,기타공공기관,식품의약품안전처,115.0,17.0,48810.0,123430.0,서울특별시,0.1478260869565217,2.5287850850235607,30,0.32766666666666666,11.733333333333333,0.06666666666666667,31.233333333333334,0.13333333333333333,0.6923333333333334,11.433333333333334,0.04081632653061224,0.9737609329446064,0.17784256559766765,68.2,medium,45.1,medium,전반적으로 안정,0.8983,0.0818,0.02
신용보증기금,준정부기관(기금관리형),금융위원회,2927.5,186.0,97179.0,244703.0,대구광역시,0.0635354397950469,2.5180646024346824,87,0.4726436781609195,10.011494252873563,0.4367816091954023,34.310344827586206,0.13793103448275862,0.6573563218390804,12.885057471264368,0.9416909620991254,0.7434402332361516,0.967930029154519,33.2,low,37.5,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8813,0.0864,0.0323
신용보증재단중앙회,기타공공기관,중소벤처기업부,115.0,11.0,74325.0,194610.0,세종특별자치시,0.0956521739130434,2.618365287588295,30,0.32566666666666666,12.4,0.1,34.3,0.2,0.6626666666666666,12.933333333333334,0.60932944606414,0.880466472303207,0.1618075801749271,74.8,high,55.5,medium,전반적으로 안정,0.9186,0.0611,0.0203
아동권리보장원,기타공공기관,보건복지부,172.0,16.0,49208.0,154645.0,서울특별시,0.0930232558139534,3.142680052024061,30,0.373,10.233333333333333,0.2,42.06666666666667,0.26666666666666666,0.641,13.966666666666667,0.04664723032069971,0.8702623906705539,0.6953352769679301,43.6,medium,30.3,low,조직건강도 주의 | 채용경쟁력 낮음,0.9072,0.0746,0.0182
아시아·태평양경제협력체 기후센터,기타공공기관,기상청,64.0,3.0,66346.0,152308.0,부산광역시,0.046875,2.2956621348687185,30,0.44133333333333336,10.866666666666667,0.26666666666666666,28.333333333333332,0.06666666666666667,0.6716666666666666,10.566666666666666,0.40816326530612246,0.5160349854227405,0.8250728862973761,46.1,medium,31.6,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.914,0.0686,0.0174
에너지경제연구원,기타공공기관,국무조정실,167.0,12.0,96427.0,160436.0,울산광역시,0.0718562874251497,1.6638078546465205,30,0.30533333333333335,11.366666666666667,0.06666666666666667,21.366666666666667,0.03333333333333333,0.7406666666666666,9.133333333333333,0.9271137026239067,0.7959183673469388,0.026239067055393587,83.8,high,59.1,medium,전반적으로 안정,0.9154,0.0684,0.0162
여수광양항만공사,기타공공기관,해양수산부,182.0,10.0,88033.0,176443.0,전라남도,0.0549450549450549,2.0042824849772245,30,0.3186666666666667,11.733333333333333,0.0,26.466666666666665,0.06666666666666667,0.7070000000000001,10.5,0.8396501457725948,0.6384839650145773,0.09766763848396501,83.1,high,55.6,medium,전반적으로 안정,0.9131,0.0626,0.0243
연구개발특구진흥재단,기타공공기관,과학기술정보통신부,170.0,7.0,67314.0,207581.0,대전광역시,0.0411764705882352,3.0837715779778354,30,0.341,10.9,0.03333333333333333,33.233333333333334,0.06666666666666667,0.6483333333333333,12.4,0.42857142857142855,0.446064139941691,0.37900874635568516,65.3,medium,40.4,medium,채용경쟁력 낮음,0.9229,0.0573,0.0198
영상물등급위원회,기타공공기관,문화체육관광부,52.0,5.0,56746.0,151133.0,부산광역시,0.0961538461538461,2.6633242871744263,30,0.43066666666666664,11.766666666666667,0.26666666666666666,31.9,0.13333333333333333,0.6763333333333333,12.9,0.15451895043731778,0.8862973760932945,0.7813411078717201,47.4,medium,36.4,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.9215,0.0534,0.025
영화진흥위원회,기타공공기관,문화체육관광부,137.0,5.0,73380.0,156940.0,부산광역시,0.0364963503649635,2.138729899155083,30,0.3253333333333333,11.166666666666666,0.1,31.933333333333334,0.1,0.6673333333333333,11.733333333333333,0.5830903790087464,0.3469387755102041,0.15743440233236153,70.2,high,45.2,medium,전반적으로 안정,0.917,0.0613,0.0216
예금보험공사,준정부기관(기금관리형),금융위원회,843.0,35.0,97187.0,248919.0,서울특별시,0.0415183867141162,2.561237614084188,30,0.3236666666666667,12.233333333333333,0.1,34.43333333333333,0.1,0.6753333333333333,12.566666666666666,0.9446064139941691,0.4606413994169096,0.13848396501457727,77.7,high,60.5,medium,전반적으로 안정,0.8837,0.0982,0.018
예술의전당,기타공공기관,문화체육관광부,379.0,0.0,78531.0,151271.0,서울특별시,0.0,1.926258420241688,30,0.3343333333333333,11.633333333333333,0.03333333333333333,31.733333333333334,0.06666666666666667,0.6903333333333334,11.0,0.7055393586005831,0.016034985422740525,0.2594752186588921,76.0,high,46.7,medium,전반적으로 안정,0.8714,0.1057,0.0229
오송첨단의료산업진흥재단,기타공공기관,보건복지부,390.0,27.0,58646.0,233904.0,충청북도,0.0692307692307692,3.9884050063090406,30,0.364,11.366666666666667,0.1,30.6,0.1,0.6739999999999999,11.766666666666667,0.20408163265306123,0.7784256559766763,0.6486880466472303,58.7,medium,39.2,low,채용경쟁력 낮음,0.9146,0.0569,0.0286
울산항만공사,기타공공기관,해양수산부,126.0,5.0,83948.0,191852.0,울산광역시,0.0396825396825396,2.2853671320341165,30,0.364,11.2,0.06666666666666667,38.46666666666667,0.2,0.666,14.433333333333334,0.7784256559766763,0.41690962099125367,0.6486880466472303,65.9,medium,46.4,medium,전반적으로 안정,0.9148,0.0617,0.0236
육아정책연구소,기타공공기관,국무조정실,63.0,1.0,66239.0,141659.0,서울특별시,0.0158730158730158,2.1386041455939853,30,0.33533333333333337,11.433333333333334,0.06666666666666667,33.96666666666667,0.1,0.631,10.133333333333333,0.40233236151603496,0.10787172011661808,0.28717201166180756,69.1,medium,41.7,medium,채용경쟁력 낮음,0.9093,0.073,0.0177
의료기관평가인증원,기타공공기관,보건복지부,75.0,10.0,56514.0,203048.0,서울특별시,0.1333333333333333,3.592879640443076,30,0.43866666666666665,10.633333333333333,0.3,33.63333333333333,0.2,0.6776666666666666,10.8,0.1457725947521866,0.9591836734693877,0.8090379008746356,36.2,low,32.0,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8999,0.0795,0.0206
인천국제공항공사,공기업(시장형),국토교통부,1951.0,35.0,97651.0,198813.0,인천광역시,0.017939518195797,2.03595457291784,58,0.426551724137931,11.137931034482758,0.25862068965517243,33.827586206896555,0.10344827586206896,0.7034482758620689,11.637931034482758,0.9533527696793003,0.13119533527696792,0.7755102040816326,53.7,medium,44.7,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.889,0.092,0.019
인천항만공사,기타공공기관,해양수산부,280.5,8.0,91518.0,170905.0,인천광역시,0.0285204991087344,1.8674468410585896,30,0.3473333333333333,11.6,0.13333333333333333,32.733333333333334,0.13333333333333333,0.6966666666666667,10.7,0.8746355685131195,0.24198250728862974,0.49271137026239065,71.5,high,52.2,medium,전반적으로 안정,0.9033,0.0826,0.014
자동차손해배상진흥원,기타공공기관,국토교통부,126.0,8.0,88478.0,194020.0,서울특별시,0.0634920634920634,2.192861502294356,30,0.35,10.833333333333334,0.03333333333333333,38.8,0.16666666666666666,0.6463333333333333,12.2,0.8454810495626822,0.7405247813411079,0.5335276967930029,68.0,medium,48.9,medium,전반적으로 안정,0.889,0.0938,0.0172
재단법인 건설기술교육원,기타공공기관,국토교통부,85.0,4.0,80214.0,273539.0,인천광역시,0.0470588235294117,3.410115441194804,30,0.31466666666666665,12.666666666666666,0.0,27.733333333333334,0.03333333333333333,0.7053333333333334,9.933333333333334,0.7230320699708455,0.5262390670553936,0.0597667638483965,83.5,high,57.2,medium,전반적으로 안정,0.9026,0.0787,0.0188
재단법인 대한건설기계안전관리원,기타공공기관,국토교통부,221.0,24.0,47772.0,132396.0,서울특별시,0.1085972850678733,2.771414217533283,30,0.4706666666666667,9.9,0.36666666666666664,41.766666666666666,0.2,0.583,13.666666666666666,0.03206997084548105,0.9154518950437318,0.9591836734693877,23.2,low,20.5,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8913,0.0876,0.0211
재단법인 장애인기업종합지원센터,기타공공기관,중소벤처기업부,49.0,5.0,52917.0,125169.0,서울특별시,0.1020408163265306,2.3653835251431485,30,0.36033333333333334,10.1,0.13333333333333333,38.166666666666664,0.2,0.6716666666666666,11.6,0.08454810495626822,0.8950437317784257,0.6151603498542274,50.9,medium,32.7,low,채용경쟁력 낮음,0.914,0.0694,0.0165
재단법인 한국공공조직은행,기타공공기관,보건복지부,66.0,8.0,51902.0,129888.0,서울특별시,0.1212121212121212,2.502562521675465,30,0.32433333333333336,11.033333333333333,0.06666666666666667,30.333333333333332,0.1,0.6869999999999999,10.9,0.06997084548104957,0.9387755102040817,0.14868804664723032,65.7,medium,41.4,medium,채용경쟁력 낮음,0.9008,0.0833,0.0159
재단법인 한국에너지재단,기타공공기관,기후에너지환경부,52.0,6.0,56400.0,168918.0,서울특별시,0.1153846153846153,2.995,30,0.3466666666666667,11.3,0.06666666666666667,33.8,0.03333333333333333,0.6876666666666666,10.133333333333333,0.14285714285714285,0.9300291545189504,0.48104956268221577,62.4,medium,42.2,medium,채용경쟁력 낮음,0.9005,0.0792,0.0203
재단법인 한국자활복지개발원,기타공공기관,보건복지부,104.0,6.0,55557.0,186785.0,서울특별시,0.0576923076923076,3.362042586892741,30,0.356,10.633333333333333,0.13333333333333333,33.86666666666667,0.13333333333333333,0.6663333333333333,11.033333333333333,0.13119533527696792,0.6676384839650146,0.577259475218659,54.0,medium,34.2,low,채용경쟁력 낮음,0.9098,0.0724,0.0178
재단법인 한국장기조직기증원,기타공공기관,보건복지부,115.0,6.0,61431.0,135277.0,서울특별시,0.0521739130434782,2.202096661294786,30,0.3413333333333333,11.366666666666667,0.03333333333333333,39.333333333333336,0.23333333333333334,0.6293333333333333,14.033333333333333,0.27405247813411077,0.6151603498542274,0.3819241982507289,65.9,medium,41.2,medium,채용경쟁력 낮음,0.9243,0.0608,0.0149
재외동포협력센터,기타공공기관,재외동포청,38.0,0.0,70660.0,125481.0,서울특별시,0.0,1.775842060571752,30,0.3406666666666667,10.7,0.13333333333333333,32.8,0.1,0.6603333333333333,10.466666666666667,0.5306122448979592,0.016034985422740525,0.3717201166180758,64.5,medium,38.3,low,채용경쟁력 낮음,0.904,0.0837,0.0123
전남대학교병원,기타공공기관,교육부,5522.5,228.0,75430.0,142232.0,광주광역시,0.0412856496152105,1.8856158027310088,165,0.3222424242424243,11.375757575757575,0.05454545454545454,30.29090909090909,0.08484848484848485,0.6773939393939393,11.315151515151515,0.6297376093294461,0.4518950437317784,0.1282798833819242,75.3,high,47.7,medium,전반적으로 안정,0.8701,0.0982,0.0317
전북대학교병원,기타공공기관,교육부,3192.0,197.0,72559.0,153332.0,전라북도,0.0617167919799498,2.1132044267423757,95,0.3741052631578947,10.021052631578947,0.1368421052631579,35.33684210526316,0.1368421052631579,0.6207368421052631,13.642105263157895,0.5597667638483965,0.7142857142857143,0.7084548104956269,55.0,medium,36.3,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.8858,0.0828,0.0314
전쟁기념사업회,기타공공기관,국방부,235.0,13.0,67198.0,129351.0,서울특별시,0.0553191489361702,1.92492336081431,30,0.31633333333333336,11.833333333333334,0.03333333333333333,31.066666666666666,0.1,0.7093333333333334,11.466666666666667,0.4227405247813411,0.6472303206997084,0.07871720116618076,76.8,high,48.2,medium,전반적으로 안정,0.9021,0.0842,0.0137
정보통신기획평가원,준정부기관(위탁집행형),과학기술정보통신부,358.13,7.0,94127.0,,대전광역시,0.0195459749253064,,30,0.43666666666666665,11.533333333333333,0.3,29.933333333333334,0.13333333333333333,0.666,10.766666666666667,0.9037900874635568,0.13994169096209913,0.8002915451895044,51.1,medium,44.6,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8912,0.0838,0.025
정보통신산업진흥원,기타공공기관,과학기술정보통신부,458.0,8.0,80795.0,225395.0,충청북도,0.0174672489082969,2.7897147100686923,30,0.32166666666666666,11.2,0.0,21.433333333333334,0.03333333333333333,0.737,8.5,0.7346938775510204,0.12244897959183673,0.12244897959183673,79.0,high,47.5,medium,전반적으로 안정,0.9025,0.0701,0.0274
정보통신정책연구원,기타공공기관,국무조정실,174.0,5.0,90966.0,201031.0,충청북도,0.028735632183908,2.2099575665633315,30,0.3686666666666667,10.4,0.13333333333333333,33.666666666666664,0.1,0.6403333333333333,11.633333333333333,0.8688046647230321,0.25072886297376096,0.6793002915451894,61.3,medium,43.9,medium,채용경쟁력 낮음,0.9148,0.066,0.0192
정부법무공단,기타공공기관,법무부,124.0,9.0,99846.0,209464.0,서울특별시,0.0725806451612903,2.0978707209102017,30,0.33566666666666667,11.066666666666666,0.06666666666666667,31.366666666666667,0.06666666666666667,0.7116666666666667,10.733333333333333,0.967930029154519,0.8017492711370262,0.2944606413994169,73.9,high,56.3,medium,전반적으로 안정,0.8998,0.0853,0.0148
제주국제자유도시개발센터,공기업(준시장형),국토교통부,365.0,22.0,66261.0,146624.0,제주특별자치도,0.0602739726027397,2.2128250403706557,30,0.3346666666666667,11.0,0.1,26.133333333333333,0.03333333333333333,0.715,9.8,0.40524781341107874,0.6997084548104956,0.26822157434402333,68.4,medium,42.2,medium,채용경쟁력 낮음,0.9004,0.0706,0.029
제주대학교병원,기타공공기관,교육부,2016.0,99.0,64860.0,147809.0,제주특별자치도,0.0491071428571428,2.2788930003083565,60,0.34450000000000003,11.116666666666667,0.11666666666666667,27.283333333333335,0.08333333333333333,0.6923333333333334,11.366666666666667,0.37317784256559766,0.5568513119533528,0.43440233236151604,66.2,medium,40.8,medium,채용경쟁력 낮음,0.8858,0.0849,0.0293
주식회사 에스알,공기업(준시장형),국토교통부,700.0,46.0,73837.0,123857.0,서울특별시,0.0657142857142857,1.677438140769533,30,0.33533333333333337,11.5,0.13333333333333333,36.96666666666667,0.2,0.6613333333333333,11.166666666666666,0.6005830903790087,0.7521865889212828,0.28717201166180756,68.6,medium,48.0,medium,전반적으로 안정,0.8772,0.1087,0.0141
